"pathogen_1","pathogen_2","infected_hosts_1","infected_hosts_2","co_infected_hosts","expected_co_infected_hosts","phi_coefficient","odds_ratio","fisher_p","fisher_BH_q","significant_positive_BH"
"Nanhai rhabdovirus 1","Gymnothorax reevesii picornavirus",1,4,0,0.0357142857142857,-0.0182665541450397,0,1,1,FALSE
"Nanhai rhabdovirus 1","Micropterus salmoides reovirus",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai rhabdovirus 1","Wenzhou pacific spadenose shark reovirus 2",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai rhabdovirus 1","Nanhai reo-like virus 1",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai rhabdovirus 1","Nanhai reo-like virus 2",1,2,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Nanhai rhabdovirus 1","Nanhai reo-like virus 4",1,2,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Nanhai rhabdovirus 1","Nanhai reo-like virus 5",1,5,0,0.0446428571428571,-0.0205178392964012,0,1,1,FALSE
"Nanhai rhabdovirus 1","Nanhai reo-like virus 6",1,5,0,0.0446428571428571,-0.0205178392964012,0,1,1,FALSE
"Nanhai rhabdovirus 1","Nanhai reo-like virus 7",1,2,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Nanhai rhabdovirus 1","Asian seabass Nervous Necrosis Virus",1,3,0,0.0267857142857143,-0.015746567130481,0,1,1,FALSE
"Nanhai rhabdovirus 1","Aliivibrio fischeri",1,5,0,0.0446428571428571,-0.0205178392964012,0,1,1,FALSE
"Nanhai rhabdovirus 1","Acinetobacter johnsonii",1,3,0,0.0267857142857143,-0.015746567130481,0,1,1,FALSE
"Nanhai rhabdovirus 1","Pseudomonas aeruginosa",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai rhabdovirus 1","Vibrio ponticus",1,8,0,0.0714285714285714,-0.0263249063246328,0,1,1,FALSE
"Nanhai rhabdovirus 1","Photobacterium swingsii",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai rhabdovirus 1","Photobacterium damselae",1,3,0,0.0267857142857143,-0.015746567130481,0,1,1,FALSE
"Nanhai rhabdovirus 1","Photobacterium sp. QLXSD",1,2,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Nanhai rhabdovirus 1","Clostridium sp. Y",1,3,0,0.0267857142857143,-0.015746567130481,0,1,1,FALSE
"Nanhai rhabdovirus 1","Photobacterium sp.",1,8,0,0.0714285714285714,-0.0263249063246328,0,1,1,FALSE
"Nanhai rhabdovirus 1","Vibrio sp. Y",1,3,0,0.0267857142857143,-0.015746567130481,0,1,1,FALSE
"Nanhai rhabdovirus 1","Clostridium sp. SQHN",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai rhabdovirus 1","Pseudoloma sp. FJ",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai rhabdovirus 1","Glugea plecoglossi",1,2,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Nanhai rhabdovirus 1","Lepeophtheirus sp. SQHN",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai rhabdovirus 1","Toxoplasma sp. LZY",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai rhabdovirus 1","Toxocara sp. LYS",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai rhabdovirus 1","Besnoitia sp. HKL",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai rhabdovirus 1","Caligus sp. RWXLT",1,2,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Nanhai rhabdovirus 1","Hydatigera sp. SDYY",1,3,0,0.0267857142857143,-0.015746567130481,0,1,1,FALSE
"Nanhai rhabdovirus 1","Cystoisospora sp. DSLT-2",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai rhabdovirus 1","Sarcocystidae sp. DSLT",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai rhabdovirus 1","Sarcocystidae sp. SZMB",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai rhabdovirus 1","Toxocaridae sp. Z",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai rhabdovirus 1","Eimeria sp. SZMB",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai rhabdovirus 1","Taeniidae sp. QLXSDD",1,4,0,0.0357142857142857,-0.0182665541450397,0,1,1,FALSE
"Nanhai rhabdovirus 1","Taeniidae sp. LZY",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai rhabdovirus 1","Taeniidae sp. HBSZ",1,3,0,0.0267857142857143,-0.015746567130481,0,1,1,FALSE
"Nanhai rhabdovirus 1","Opisthorchiidae sp. SZMB",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai rhabdovirus 1","Eimeriorina sp. RWXLT",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai paramyxovirus 1","Nanhai paramyxovirus 2",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai paramyxovirus 1","Psenopsis anomala artervirus",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai paramyxovirus 1","Nanhai amnoonvirus 1",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai paramyxovirus 1","Arius arius calicivirus",1,2,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Nanhai paramyxovirus 1","Psenopsis anomala picornavirus",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai paramyxovirus 1","Leiognathus ruconius picornavirus",1,2,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Nanhai paramyxovirus 1","Polydactylus sextarius picornavirus",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai paramyxovirus 1","Bregmaceros mcclellandi picornavirus",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai paramyxovirus 1","Gymnothorax reevesii picornavirus",1,4,0,0.0357142857142857,-0.0182665541450397,0,1,1,FALSE
"Nanhai paramyxovirus 1","Micropterus salmoides reovirus",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai paramyxovirus 1","Wenzhou pacific spadenose shark reovirus 2",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai paramyxovirus 1","Nanhai reo-like virus 1",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai paramyxovirus 1","Nanhai reo-like virus 2",1,2,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Nanhai paramyxovirus 1","Nanhai reo-like virus 4",1,2,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Nanhai paramyxovirus 1","Nanhai reo-like virus 5",1,5,0,0.0446428571428571,-0.0205178392964012,0,1,1,FALSE
"Nanhai paramyxovirus 1","Nanhai reo-like virus 6",1,5,0,0.0446428571428571,-0.0205178392964012,0,1,1,FALSE
"Nanhai paramyxovirus 1","Nanhai reo-like virus 7",1,2,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Nanhai paramyxovirus 1","Asian seabass Nervous Necrosis Virus",1,3,0,0.0267857142857143,-0.015746567130481,0,1,1,FALSE
"Nanhai paramyxovirus 1","Aliivibrio fischeri",1,5,0,0.0446428571428571,-0.0205178392964012,0,1,1,FALSE
"Nanhai paramyxovirus 1","Acinetobacter johnsonii",1,3,0,0.0267857142857143,-0.015746567130481,0,1,1,FALSE
"Nanhai paramyxovirus 1","Pseudomonas aeruginosa",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai paramyxovirus 1","Vibrio ponticus",1,8,0,0.0714285714285714,-0.0263249063246328,0,1,1,FALSE
"Nanhai paramyxovirus 1","Photobacterium swingsii",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai paramyxovirus 1","Photobacterium damselae",1,3,0,0.0267857142857143,-0.015746567130481,0,1,1,FALSE
"Nanhai paramyxovirus 1","Photobacterium sp. QLXSD",1,2,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Nanhai paramyxovirus 1","Clostridium sp. Y",1,3,0,0.0267857142857143,-0.015746567130481,0,1,1,FALSE
"Nanhai paramyxovirus 1","Photobacterium sp.",1,8,0,0.0714285714285714,-0.0263249063246328,0,1,1,FALSE
"Nanhai paramyxovirus 1","Vibrio sp. Y",1,3,0,0.0267857142857143,-0.015746567130481,0,1,1,FALSE
"Nanhai paramyxovirus 1","Clostridium sp. SQHN",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai paramyxovirus 1","Pseudoloma sp. FJ",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai paramyxovirus 1","Glugea plecoglossi",1,2,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Nanhai paramyxovirus 1","Toxocara sp. CTSZ",1,19,0,0.169642857142857,-0.0429016343237295,0,1,1,FALSE
"Nanhai paramyxovirus 1","Lepeophtheirus sp. SQHN",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai paramyxovirus 1","Toxoplasma sp. LZY",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai paramyxovirus 1","Toxocara sp. LYS",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai paramyxovirus 1","Besnoitia sp. HKL",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai paramyxovirus 1","Caligus sp. RWXLT",1,2,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Nanhai paramyxovirus 1","Hydatigera sp. SDYY",1,3,0,0.0267857142857143,-0.015746567130481,0,1,1,FALSE
"Nanhai paramyxovirus 1","Cystoisospora sp. DSLT-2",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai paramyxovirus 1","Sarcocystidae sp. DSLT",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai paramyxovirus 1","Sarcocystidae sp. SZMB",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai paramyxovirus 1","Toxocaridae sp. Z",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai paramyxovirus 1","Eimeria sp. SZMB",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai paramyxovirus 1","Taeniidae sp. QLXSDD",1,4,0,0.0357142857142857,-0.0182665541450397,0,1,1,FALSE
"Nanhai paramyxovirus 1","Taeniidae sp. LZY",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai paramyxovirus 1","Taeniidae sp. HBSZ",1,3,0,0.0267857142857143,-0.015746567130481,0,1,1,FALSE
"Nanhai paramyxovirus 1","Opisthorchiidae sp. SZMB",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai paramyxovirus 1","Eimeriorina sp. RWXLT",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai paramyxovirus 2","Psenopsis anomala artervirus",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai paramyxovirus 2","Nanhai amnoonvirus 1",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai paramyxovirus 2","Arius arius calicivirus",1,2,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Nanhai paramyxovirus 2","Leiognathus ruconius picornavirus",1,2,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Nanhai paramyxovirus 2","Polydactylus sextarius picornavirus",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai paramyxovirus 2","Bregmaceros mcclellandi picornavirus",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai paramyxovirus 2","Gymnothorax reevesii picornavirus",1,4,0,0.0357142857142857,-0.0182665541450397,0,1,1,FALSE
"Nanhai paramyxovirus 2","Micropterus salmoides reovirus",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai paramyxovirus 2","Wenzhou pacific spadenose shark reovirus 2",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai paramyxovirus 2","Nanhai reo-like virus 1",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai paramyxovirus 2","Nanhai reo-like virus 2",1,2,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Nanhai paramyxovirus 2","Nanhai reo-like virus 4",1,2,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Nanhai paramyxovirus 2","Nanhai reo-like virus 5",1,5,0,0.0446428571428571,-0.0205178392964012,0,1,1,FALSE
"Nanhai paramyxovirus 2","Nanhai reo-like virus 6",1,5,0,0.0446428571428571,-0.0205178392964012,0,1,1,FALSE
"Nanhai paramyxovirus 2","Nanhai reo-like virus 7",1,2,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Nanhai paramyxovirus 2","Asian seabass Nervous Necrosis Virus",1,3,0,0.0267857142857143,-0.015746567130481,0,1,1,FALSE
"Nanhai paramyxovirus 2","Aliivibrio fischeri",1,5,0,0.0446428571428571,-0.0205178392964012,0,1,1,FALSE
"Nanhai paramyxovirus 2","Acinetobacter johnsonii",1,3,0,0.0267857142857143,-0.015746567130481,0,1,1,FALSE
"Nanhai paramyxovirus 2","Pseudomonas aeruginosa",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai paramyxovirus 2","Vibrio ponticus",1,8,0,0.0714285714285714,-0.0263249063246328,0,1,1,FALSE
"Nanhai paramyxovirus 2","Photobacterium swingsii",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai paramyxovirus 2","Photobacterium damselae",1,3,0,0.0267857142857143,-0.015746567130481,0,1,1,FALSE
"Nanhai paramyxovirus 2","Photobacterium sp. QLXSD",1,2,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Nanhai paramyxovirus 2","Clostridium sp. Y",1,3,0,0.0267857142857143,-0.015746567130481,0,1,1,FALSE
"Nanhai paramyxovirus 2","Photobacterium sp.",1,8,0,0.0714285714285714,-0.0263249063246328,0,1,1,FALSE
"Nanhai paramyxovirus 2","Vibrio sp. Y",1,3,0,0.0267857142857143,-0.015746567130481,0,1,1,FALSE
"Nanhai paramyxovirus 2","Clostridium sp. SQHN",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai paramyxovirus 2","Pseudoloma sp. FJ",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai paramyxovirus 2","Glugea plecoglossi",1,2,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Nanhai paramyxovirus 2","Lepeophtheirus sp. SQHN",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai paramyxovirus 2","Toxoplasma sp. LZY",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai paramyxovirus 2","Toxocara sp. LYS",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai paramyxovirus 2","Besnoitia sp. HKL",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai paramyxovirus 2","Caligus sp. RWXLT",1,2,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Nanhai paramyxovirus 2","Hydatigera sp. SDYY",1,3,0,0.0267857142857143,-0.015746567130481,0,1,1,FALSE
"Nanhai paramyxovirus 2","Cystoisospora sp. DSLT-2",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai paramyxovirus 2","Sarcocystidae sp. DSLT",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai paramyxovirus 2","Sarcocystidae sp. SZMB",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai paramyxovirus 2","Toxocaridae sp. Z",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai paramyxovirus 2","Eimeria sp. SZMB",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai paramyxovirus 2","Taeniidae sp. QLXSDD",1,4,0,0.0357142857142857,-0.0182665541450397,0,1,1,FALSE
"Nanhai paramyxovirus 2","Taeniidae sp. LZY",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai paramyxovirus 2","Taeniidae sp. HBSZ",1,3,0,0.0267857142857143,-0.015746567130481,0,1,1,FALSE
"Nanhai paramyxovirus 2","Opisthorchiidae sp. SZMB",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai paramyxovirus 2","Eimeriorina sp. RWXLT",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Psenopsis anomala artervirus","Nanhai amnoonvirus 1",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Psenopsis anomala artervirus","Arius arius calicivirus",1,2,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Psenopsis anomala artervirus","Psenopsis anomala picornavirus",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Psenopsis anomala artervirus","Leiognathus ruconius picornavirus",1,2,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Psenopsis anomala artervirus","Polydactylus sextarius picornavirus",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Psenopsis anomala artervirus","Bregmaceros mcclellandi picornavirus",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Psenopsis anomala artervirus","Gymnothorax reevesii picornavirus",1,4,0,0.0357142857142857,-0.0182665541450397,0,1,1,FALSE
"Psenopsis anomala artervirus","Micropterus salmoides reovirus",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Psenopsis anomala artervirus","Wenzhou pacific spadenose shark reovirus 2",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Psenopsis anomala artervirus","Nanhai reo-like virus 1",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Psenopsis anomala artervirus","Nanhai reo-like virus 2",1,2,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Psenopsis anomala artervirus","Nanhai reo-like virus 4",1,2,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Psenopsis anomala artervirus","Nanhai reo-like virus 5",1,5,0,0.0446428571428571,-0.0205178392964012,0,1,1,FALSE
"Psenopsis anomala artervirus","Nanhai reo-like virus 6",1,5,0,0.0446428571428571,-0.0205178392964012,0,1,1,FALSE
"Psenopsis anomala artervirus","Nanhai reo-like virus 7",1,2,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Psenopsis anomala artervirus","Asian seabass Nervous Necrosis Virus",1,3,0,0.0267857142857143,-0.015746567130481,0,1,1,FALSE
"Psenopsis anomala artervirus","Aliivibrio fischeri",1,5,0,0.0446428571428571,-0.0205178392964012,0,1,1,FALSE
"Psenopsis anomala artervirus","Acinetobacter johnsonii",1,3,0,0.0267857142857143,-0.015746567130481,0,1,1,FALSE
"Psenopsis anomala artervirus","Pseudomonas aeruginosa",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Psenopsis anomala artervirus","Vibrio ponticus",1,8,0,0.0714285714285714,-0.0263249063246328,0,1,1,FALSE
"Psenopsis anomala artervirus","Photobacterium swingsii",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Psenopsis anomala artervirus","Photobacterium damselae",1,3,0,0.0267857142857143,-0.015746567130481,0,1,1,FALSE
"Psenopsis anomala artervirus","Photobacterium sp. QLXSD",1,2,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Psenopsis anomala artervirus","Clostridium sp. Y",1,3,0,0.0267857142857143,-0.015746567130481,0,1,1,FALSE
"Psenopsis anomala artervirus","Photobacterium sp.",1,8,0,0.0714285714285714,-0.0263249063246328,0,1,1,FALSE
"Psenopsis anomala artervirus","Vibrio sp. Y",1,3,0,0.0267857142857143,-0.015746567130481,0,1,1,FALSE
"Psenopsis anomala artervirus","Clostridium sp. SQHN",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Psenopsis anomala artervirus","Pseudoloma sp. FJ",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Psenopsis anomala artervirus","Glugea plecoglossi",1,2,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Psenopsis anomala artervirus","Toxocara sp. CTSZ",1,19,0,0.169642857142857,-0.0429016343237295,0,1,1,FALSE
"Psenopsis anomala artervirus","Lepeophtheirus sp. SQHN",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Psenopsis anomala artervirus","Toxoplasma sp. LZY",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Psenopsis anomala artervirus","Toxocara sp. LYS",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Psenopsis anomala artervirus","Besnoitia sp. HKL",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Psenopsis anomala artervirus","Caligus sp. RWXLT",1,2,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Psenopsis anomala artervirus","Hydatigera sp. SDYY",1,3,0,0.0267857142857143,-0.015746567130481,0,1,1,FALSE
"Psenopsis anomala artervirus","Cystoisospora sp. DSLT-2",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Psenopsis anomala artervirus","Sarcocystidae sp. DSLT",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Psenopsis anomala artervirus","Sarcocystidae sp. SZMB",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Psenopsis anomala artervirus","Toxocaridae sp. Z",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Psenopsis anomala artervirus","Eimeria sp. SZMB",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Psenopsis anomala artervirus","Taeniidae sp. QLXSDD",1,4,0,0.0357142857142857,-0.0182665541450397,0,1,1,FALSE
"Psenopsis anomala artervirus","Taeniidae sp. LZY",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Psenopsis anomala artervirus","Taeniidae sp. HBSZ",1,3,0,0.0267857142857143,-0.015746567130481,0,1,1,FALSE
"Psenopsis anomala artervirus","Opisthorchiidae sp. SZMB",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Psenopsis anomala artervirus","Eimeriorina sp. RWXLT",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai amnoonvirus 1","Arius arius calicivirus",1,2,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Nanhai amnoonvirus 1","Psenopsis anomala picornavirus",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai amnoonvirus 1","Leiognathus ruconius picornavirus",1,2,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Nanhai amnoonvirus 1","Polydactylus sextarius picornavirus",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai amnoonvirus 1","Bregmaceros mcclellandi picornavirus",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai amnoonvirus 1","Gymnothorax reevesii picornavirus",1,4,0,0.0357142857142857,-0.0182665541450397,0,1,1,FALSE
"Nanhai amnoonvirus 1","Micropterus salmoides reovirus",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai amnoonvirus 1","Wenzhou pacific spadenose shark reovirus 2",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai amnoonvirus 1","Nanhai reo-like virus 1",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai amnoonvirus 1","Nanhai reo-like virus 2",1,2,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Nanhai amnoonvirus 1","Nanhai reo-like virus 4",1,2,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Nanhai amnoonvirus 1","Nanhai reo-like virus 5",1,5,0,0.0446428571428571,-0.0205178392964012,0,1,1,FALSE
"Nanhai amnoonvirus 1","Nanhai reo-like virus 6",1,5,0,0.0446428571428571,-0.0205178392964012,0,1,1,FALSE
"Nanhai amnoonvirus 1","Nanhai reo-like virus 7",1,2,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Nanhai amnoonvirus 1","Asian seabass Nervous Necrosis Virus",1,3,0,0.0267857142857143,-0.015746567130481,0,1,1,FALSE
"Nanhai amnoonvirus 1","Aliivibrio fischeri",1,5,0,0.0446428571428571,-0.0205178392964012,0,1,1,FALSE
"Nanhai amnoonvirus 1","Acinetobacter johnsonii",1,3,0,0.0267857142857143,-0.015746567130481,0,1,1,FALSE
"Nanhai amnoonvirus 1","Pseudomonas aeruginosa",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai amnoonvirus 1","Vibrio ponticus",1,8,0,0.0714285714285714,-0.0263249063246328,0,1,1,FALSE
"Nanhai amnoonvirus 1","Photobacterium swingsii",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai amnoonvirus 1","Photobacterium damselae",1,3,0,0.0267857142857143,-0.015746567130481,0,1,1,FALSE
"Nanhai amnoonvirus 1","Photobacterium sp. QLXSD",1,2,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Nanhai amnoonvirus 1","Clostridium sp. Y",1,3,0,0.0267857142857143,-0.015746567130481,0,1,1,FALSE
"Nanhai amnoonvirus 1","Photobacterium sp.",1,8,0,0.0714285714285714,-0.0263249063246328,0,1,1,FALSE
"Nanhai amnoonvirus 1","Vibrio sp. Y",1,3,0,0.0267857142857143,-0.015746567130481,0,1,1,FALSE
"Nanhai amnoonvirus 1","Clostridium sp. SQHN",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai amnoonvirus 1","Pseudoloma sp. FJ",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai amnoonvirus 1","Glugea plecoglossi",1,2,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Nanhai amnoonvirus 1","Toxocara sp. CTSZ",1,19,0,0.169642857142857,-0.0429016343237295,0,1,1,FALSE
"Nanhai amnoonvirus 1","Lepeophtheirus sp. SQHN",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai amnoonvirus 1","Toxoplasma sp. LZY",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai amnoonvirus 1","Toxocara sp. LYS",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai amnoonvirus 1","Besnoitia sp. HKL",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
