"pathogen_1","pathogen_2","infected_hosts_1","infected_hosts_2","co_infected_hosts","expected_co_infected_hosts","phi_coefficient","odds_ratio","fisher_p","fisher_BH_q","significant_positive_BH"
"Nanhai amnoonvirus 1","Caligus sp. RWXLT",1,2,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Nanhai amnoonvirus 1","Hydatigera sp. SDYY",1,3,0,0.0267857142857143,-0.015746567130481,0,1,1,FALSE
"Nanhai amnoonvirus 1","Cystoisospora sp. DSLT-2",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai amnoonvirus 1","Sarcocystidae sp. DSLT",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai amnoonvirus 1","Sarcocystidae sp. SZMB",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai amnoonvirus 1","Toxocaridae sp. Z",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai amnoonvirus 1","Eimeria sp. SZMB",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai amnoonvirus 1","Taeniidae sp. QLXSDD",1,4,0,0.0357142857142857,-0.0182665541450397,0,1,1,FALSE
"Nanhai amnoonvirus 1","Taeniidae sp. LZY",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai amnoonvirus 1","Taeniidae sp. HBSZ",1,3,0,0.0267857142857143,-0.015746567130481,0,1,1,FALSE
"Nanhai amnoonvirus 1","Opisthorchiidae sp. SZMB",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai amnoonvirus 1","Eimeriorina sp. RWXLT",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Arius arius calicivirus","Psenopsis anomala picornavirus",2,1,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Arius arius calicivirus","Leiognathus ruconius picornavirus",2,2,0,0.0357142857142857,-0.0181818181818182,0,1,1,FALSE
"Arius arius calicivirus","Polydactylus sextarius picornavirus",2,1,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Arius arius calicivirus","Bregmaceros mcclellandi picornavirus",2,1,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Arius arius calicivirus","Gymnothorax reevesii picornavirus",2,4,0,0.0714285714285714,-0.0259499648053841,0,1,1,FALSE
"Arius arius calicivirus","Micropterus salmoides reovirus",2,1,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Arius arius calicivirus","Wenzhou pacific spadenose shark reovirus 2",2,1,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Arius arius calicivirus","Nanhai reo-like virus 1",2,1,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Arius arius calicivirus","Nanhai reo-like virus 2",2,2,0,0.0357142857142857,-0.0181818181818182,0,1,1,FALSE
"Arius arius calicivirus","Nanhai reo-like virus 4",2,2,0,0.0357142857142857,-0.0181818181818182,0,1,1,FALSE
"Arius arius calicivirus","Nanhai reo-like virus 5",2,5,0,0.0892857142857143,-0.0291482018664544,0,1,1,FALSE
"Arius arius calicivirus","Nanhai reo-like virus 6",2,5,0,0.0892857142857143,-0.0291482018664544,0,1,1,FALSE
"Arius arius calicivirus","Nanhai reo-like virus 7",2,2,0,0.0357142857142857,-0.0181818181818182,0,1,1,FALSE
"Arius arius calicivirus","Asian seabass Nervous Necrosis Virus",2,3,0,0.0535714285714286,-0.0223700025520446,0,1,1,FALSE
"Arius arius calicivirus","Aliivibrio fischeri",2,5,0,0.0892857142857143,-0.0291482018664544,0,1,1,FALSE
"Arius arius calicivirus","Acinetobacter johnsonii",2,3,0,0.0535714285714286,-0.0223700025520446,0,1,1,FALSE
"Arius arius calicivirus","Pseudomonas aeruginosa",2,1,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Arius arius calicivirus","Photobacterium swingsii",2,1,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Arius arius calicivirus","Photobacterium damselae",2,3,0,0.0535714285714286,-0.0223700025520446,0,1,1,FALSE
"Arius arius calicivirus","Photobacterium sp. QLXSD",2,2,0,0.0357142857142857,-0.0181818181818182,0,1,1,FALSE
"Arius arius calicivirus","Clostridium sp. Y",2,3,0,0.0535714285714286,-0.0223700025520446,0,1,1,FALSE
"Arius arius calicivirus","Photobacterium sp.",2,8,0,0.142857142857143,-0.0373978796003383,0,1,1,FALSE
"Arius arius calicivirus","Vibrio sp. Y",2,3,0,0.0535714285714286,-0.0223700025520446,0,1,1,FALSE
"Arius arius calicivirus","Pseudoloma sp. FJ",2,1,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Arius arius calicivirus","Glugea plecoglossi",2,2,0,0.0357142857142857,-0.0181818181818182,0,1,1,FALSE
"Arius arius calicivirus","Toxocara sp. CTSZ",2,19,0,0.339285714285714,-0.0609472313143721,0,1,1,FALSE
"Arius arius calicivirus","Toxoplasma sp. LZY",2,1,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Arius arius calicivirus","Toxocara sp. LYS",2,1,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Arius arius calicivirus","Besnoitia sp. HKL",2,1,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Arius arius calicivirus","Caligus sp. RWXLT",2,2,0,0.0357142857142857,-0.0181818181818182,0,1,1,FALSE
"Arius arius calicivirus","Hydatigera sp. SDYY",2,3,0,0.0535714285714286,-0.0223700025520446,0,1,1,FALSE
"Arius arius calicivirus","Cystoisospora sp. DSLT-2",2,1,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Arius arius calicivirus","Sarcocystidae sp. DSLT",2,1,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Arius arius calicivirus","Sarcocystidae sp. SZMB",2,1,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Arius arius calicivirus","Toxocaridae sp. Z",2,1,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Arius arius calicivirus","Eimeria sp. SZMB",2,1,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Arius arius calicivirus","Taeniidae sp. QLXSDD",2,4,0,0.0714285714285714,-0.0259499648053841,0,1,1,FALSE
"Arius arius calicivirus","Taeniidae sp. LZY",2,1,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Arius arius calicivirus","Taeniidae sp. HBSZ",2,3,0,0.0535714285714286,-0.0223700025520446,0,1,1,FALSE
"Arius arius calicivirus","Opisthorchiidae sp. SZMB",2,1,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Arius arius calicivirus","Eimeriorina sp. RWXLT",2,1,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Psenopsis anomala picornavirus","Leiognathus ruconius picornavirus",1,2,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Psenopsis anomala picornavirus","Polydactylus sextarius picornavirus",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Psenopsis anomala picornavirus","Bregmaceros mcclellandi picornavirus",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Psenopsis anomala picornavirus","Gymnothorax reevesii picornavirus",1,4,0,0.0357142857142857,-0.0182665541450397,0,1,1,FALSE
"Psenopsis anomala picornavirus","Micropterus salmoides reovirus",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Psenopsis anomala picornavirus","Wenzhou pacific spadenose shark reovirus 2",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Psenopsis anomala picornavirus","Nanhai reo-like virus 1",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Psenopsis anomala picornavirus","Nanhai reo-like virus 2",1,2,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Psenopsis anomala picornavirus","Nanhai reo-like virus 4",1,2,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Psenopsis anomala picornavirus","Nanhai reo-like virus 5",1,5,0,0.0446428571428571,-0.0205178392964012,0,1,1,FALSE
"Psenopsis anomala picornavirus","Nanhai reo-like virus 6",1,5,0,0.0446428571428571,-0.0205178392964012,0,1,1,FALSE
"Psenopsis anomala picornavirus","Nanhai reo-like virus 7",1,2,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Psenopsis anomala picornavirus","Asian seabass Nervous Necrosis Virus",1,3,0,0.0267857142857143,-0.015746567130481,0,1,1,FALSE
"Psenopsis anomala picornavirus","Aliivibrio fischeri",1,5,0,0.0446428571428571,-0.0205178392964012,0,1,1,FALSE
"Psenopsis anomala picornavirus","Acinetobacter johnsonii",1,3,0,0.0267857142857143,-0.015746567130481,0,1,1,FALSE
"Psenopsis anomala picornavirus","Pseudomonas aeruginosa",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Psenopsis anomala picornavirus","Vibrio ponticus",1,8,0,0.0714285714285714,-0.0263249063246328,0,1,1,FALSE
"Psenopsis anomala picornavirus","Photobacterium swingsii",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Psenopsis anomala picornavirus","Photobacterium damselae",1,3,0,0.0267857142857143,-0.015746567130481,0,1,1,FALSE
"Psenopsis anomala picornavirus","Photobacterium sp. QLXSD",1,2,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Psenopsis anomala picornavirus","Clostridium sp. Y",1,3,0,0.0267857142857143,-0.015746567130481,0,1,1,FALSE
"Psenopsis anomala picornavirus","Photobacterium sp.",1,8,0,0.0714285714285714,-0.0263249063246328,0,1,1,FALSE
"Psenopsis anomala picornavirus","Vibrio sp. Y",1,3,0,0.0267857142857143,-0.015746567130481,0,1,1,FALSE
"Psenopsis anomala picornavirus","Clostridium sp. SQHN",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Psenopsis anomala picornavirus","Pseudoloma sp. FJ",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Psenopsis anomala picornavirus","Glugea plecoglossi",1,2,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Psenopsis anomala picornavirus","Lepeophtheirus sp. SQHN",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Psenopsis anomala picornavirus","Toxoplasma sp. LZY",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Psenopsis anomala picornavirus","Toxocara sp. LYS",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Psenopsis anomala picornavirus","Besnoitia sp. HKL",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Psenopsis anomala picornavirus","Caligus sp. RWXLT",1,2,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Psenopsis anomala picornavirus","Hydatigera sp. SDYY",1,3,0,0.0267857142857143,-0.015746567130481,0,1,1,FALSE
"Psenopsis anomala picornavirus","Cystoisospora sp. DSLT-2",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Psenopsis anomala picornavirus","Sarcocystidae sp. DSLT",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Psenopsis anomala picornavirus","Sarcocystidae sp. SZMB",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Psenopsis anomala picornavirus","Toxocaridae sp. Z",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Psenopsis anomala picornavirus","Eimeria sp. SZMB",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Psenopsis anomala picornavirus","Taeniidae sp. QLXSDD",1,4,0,0.0357142857142857,-0.0182665541450397,0,1,1,FALSE
"Psenopsis anomala picornavirus","Taeniidae sp. LZY",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Psenopsis anomala picornavirus","Taeniidae sp. HBSZ",1,3,0,0.0267857142857143,-0.015746567130481,0,1,1,FALSE
"Psenopsis anomala picornavirus","Opisthorchiidae sp. SZMB",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Psenopsis anomala picornavirus","Eimeriorina sp. RWXLT",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Leiognathus ruconius picornavirus","Polydactylus sextarius picornavirus",2,1,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Leiognathus ruconius picornavirus","Bregmaceros mcclellandi picornavirus",2,1,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Leiognathus ruconius picornavirus","Gymnothorax reevesii picornavirus",2,4,0,0.0714285714285714,-0.0259499648053841,0,1,1,FALSE
"Leiognathus ruconius picornavirus","Micropterus salmoides reovirus",2,1,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Leiognathus ruconius picornavirus","Wenzhou pacific spadenose shark reovirus 2",2,1,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Leiognathus ruconius picornavirus","Nanhai reo-like virus 1",2,1,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Leiognathus ruconius picornavirus","Nanhai reo-like virus 2",2,2,0,0.0357142857142857,-0.0181818181818182,0,1,1,FALSE
"Leiognathus ruconius picornavirus","Nanhai reo-like virus 4",2,2,0,0.0357142857142857,-0.0181818181818182,0,1,1,FALSE
"Leiognathus ruconius picornavirus","Nanhai reo-like virus 5",2,5,0,0.0892857142857143,-0.0291482018664544,0,1,1,FALSE
"Leiognathus ruconius picornavirus","Nanhai reo-like virus 6",2,5,0,0.0892857142857143,-0.0291482018664544,0,1,1,FALSE
"Leiognathus ruconius picornavirus","Nanhai reo-like virus 7",2,2,0,0.0357142857142857,-0.0181818181818182,0,1,1,FALSE
"Leiognathus ruconius picornavirus","Asian seabass Nervous Necrosis Virus",2,3,0,0.0535714285714286,-0.0223700025520446,0,1,1,FALSE
"Leiognathus ruconius picornavirus","Aliivibrio fischeri",2,5,0,0.0892857142857143,-0.0291482018664544,0,1,1,FALSE
"Leiognathus ruconius picornavirus","Acinetobacter johnsonii",2,3,0,0.0535714285714286,-0.0223700025520446,0,1,1,FALSE
"Leiognathus ruconius picornavirus","Pseudomonas aeruginosa",2,1,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Leiognathus ruconius picornavirus","Vibrio ponticus",2,8,0,0.142857142857143,-0.0373978796003383,0,1,1,FALSE
"Leiognathus ruconius picornavirus","Photobacterium swingsii",2,1,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Leiognathus ruconius picornavirus","Photobacterium damselae",2,3,0,0.0535714285714286,-0.0223700025520446,0,1,1,FALSE
"Leiognathus ruconius picornavirus","Photobacterium sp. QLXSD",2,2,0,0.0357142857142857,-0.0181818181818182,0,1,1,FALSE
"Leiognathus ruconius picornavirus","Clostridium sp. Y",2,3,0,0.0535714285714286,-0.0223700025520446,0,1,1,FALSE
"Leiognathus ruconius picornavirus","Photobacterium sp.",2,8,0,0.142857142857143,-0.0373978796003383,0,1,1,FALSE
"Leiognathus ruconius picornavirus","Vibrio sp. Y",2,3,0,0.0535714285714286,-0.0223700025520446,0,1,1,FALSE
"Leiognathus ruconius picornavirus","Clostridium sp. SQHN",2,1,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Leiognathus ruconius picornavirus","Pseudoloma sp. FJ",2,1,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Leiognathus ruconius picornavirus","Glugea plecoglossi",2,2,0,0.0357142857142857,-0.0181818181818182,0,1,1,FALSE
"Leiognathus ruconius picornavirus","Toxocara sp. CTSZ",2,19,0,0.339285714285714,-0.0609472313143721,0,1,1,FALSE
"Leiognathus ruconius picornavirus","Lepeophtheirus sp. SQHN",2,1,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Leiognathus ruconius picornavirus","Toxoplasma sp. LZY",2,1,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Leiognathus ruconius picornavirus","Toxocara sp. LYS",2,1,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Leiognathus ruconius picornavirus","Besnoitia sp. HKL",2,1,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Leiognathus ruconius picornavirus","Caligus sp. RWXLT",2,2,0,0.0357142857142857,-0.0181818181818182,0,1,1,FALSE
"Leiognathus ruconius picornavirus","Hydatigera sp. SDYY",2,3,0,0.0535714285714286,-0.0223700025520446,0,1,1,FALSE
"Leiognathus ruconius picornavirus","Cystoisospora sp. DSLT-2",2,1,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Leiognathus ruconius picornavirus","Sarcocystidae sp. DSLT",2,1,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Leiognathus ruconius picornavirus","Sarcocystidae sp. SZMB",2,1,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Leiognathus ruconius picornavirus","Toxocaridae sp. Z",2,1,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Leiognathus ruconius picornavirus","Eimeria sp. SZMB",2,1,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Leiognathus ruconius picornavirus","Taeniidae sp. QLXSDD",2,4,0,0.0714285714285714,-0.0259499648053841,0,1,1,FALSE
"Leiognathus ruconius picornavirus","Taeniidae sp. LZY",2,1,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Leiognathus ruconius picornavirus","Taeniidae sp. HBSZ",2,3,0,0.0535714285714286,-0.0223700025520446,0,1,1,FALSE
"Leiognathus ruconius picornavirus","Opisthorchiidae sp. SZMB",2,1,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Leiognathus ruconius picornavirus","Eimeriorina sp. RWXLT",2,1,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Polydactylus sextarius picornavirus","Bregmaceros mcclellandi picornavirus",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Polydactylus sextarius picornavirus","Gymnothorax reevesii picornavirus",1,4,0,0.0357142857142857,-0.0182665541450397,0,1,1,FALSE
"Polydactylus sextarius picornavirus","Micropterus salmoides reovirus",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Polydactylus sextarius picornavirus","Wenzhou pacific spadenose shark reovirus 2",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Polydactylus sextarius picornavirus","Nanhai reo-like virus 1",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Polydactylus sextarius picornavirus","Nanhai reo-like virus 2",1,2,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Polydactylus sextarius picornavirus","Nanhai reo-like virus 4",1,2,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Polydactylus sextarius picornavirus","Nanhai reo-like virus 5",1,5,0,0.0446428571428571,-0.0205178392964012,0,1,1,FALSE
"Polydactylus sextarius picornavirus","Nanhai reo-like virus 6",1,5,0,0.0446428571428571,-0.0205178392964012,0,1,1,FALSE
"Polydactylus sextarius picornavirus","Nanhai reo-like virus 7",1,2,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Polydactylus sextarius picornavirus","Asian seabass Nervous Necrosis Virus",1,3,0,0.0267857142857143,-0.015746567130481,0,1,1,FALSE
"Polydactylus sextarius picornavirus","Aliivibrio fischeri",1,5,0,0.0446428571428571,-0.0205178392964012,0,1,1,FALSE
"Polydactylus sextarius picornavirus","Acinetobacter johnsonii",1,3,0,0.0267857142857143,-0.015746567130481,0,1,1,FALSE
"Polydactylus sextarius picornavirus","Pseudomonas aeruginosa",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Polydactylus sextarius picornavirus","Vibrio ponticus",1,8,0,0.0714285714285714,-0.0263249063246328,0,1,1,FALSE
"Polydactylus sextarius picornavirus","Photobacterium swingsii",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Polydactylus sextarius picornavirus","Photobacterium damselae",1,3,0,0.0267857142857143,-0.015746567130481,0,1,1,FALSE
"Polydactylus sextarius picornavirus","Photobacterium sp. QLXSD",1,2,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Polydactylus sextarius picornavirus","Clostridium sp. Y",1,3,0,0.0267857142857143,-0.015746567130481,0,1,1,FALSE
"Polydactylus sextarius picornavirus","Photobacterium sp.",1,8,0,0.0714285714285714,-0.0263249063246328,0,1,1,FALSE
"Polydactylus sextarius picornavirus","Vibrio sp. Y",1,3,0,0.0267857142857143,-0.015746567130481,0,1,1,FALSE
"Polydactylus sextarius picornavirus","Clostridium sp. SQHN",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Polydactylus sextarius picornavirus","Pseudoloma sp. FJ",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Polydactylus sextarius picornavirus","Glugea plecoglossi",1,2,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Polydactylus sextarius picornavirus","Lepeophtheirus sp. SQHN",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Polydactylus sextarius picornavirus","Toxoplasma sp. LZY",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Polydactylus sextarius picornavirus","Toxocara sp. LYS",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Polydactylus sextarius picornavirus","Besnoitia sp. HKL",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Polydactylus sextarius picornavirus","Caligus sp. RWXLT",1,2,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Polydactylus sextarius picornavirus","Hydatigera sp. SDYY",1,3,0,0.0267857142857143,-0.015746567130481,0,1,1,FALSE
"Polydactylus sextarius picornavirus","Cystoisospora sp. DSLT-2",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Polydactylus sextarius picornavirus","Sarcocystidae sp. DSLT",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Polydactylus sextarius picornavirus","Sarcocystidae sp. SZMB",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Polydactylus sextarius picornavirus","Toxocaridae sp. Z",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Polydactylus sextarius picornavirus","Eimeria sp. SZMB",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Polydactylus sextarius picornavirus","Taeniidae sp. QLXSDD",1,4,0,0.0357142857142857,-0.0182665541450397,0,1,1,FALSE
"Polydactylus sextarius picornavirus","Taeniidae sp. LZY",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Polydactylus sextarius picornavirus","Taeniidae sp. HBSZ",1,3,0,0.0267857142857143,-0.015746567130481,0,1,1,FALSE
"Polydactylus sextarius picornavirus","Opisthorchiidae sp. SZMB",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Polydactylus sextarius picornavirus","Eimeriorina sp. RWXLT",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Bregmaceros mcclellandi picornavirus","Gymnothorax reevesii picornavirus",1,4,0,0.0357142857142857,-0.0182665541450397,0,1,1,FALSE
"Bregmaceros mcclellandi picornavirus","Micropterus salmoides reovirus",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Bregmaceros mcclellandi picornavirus","Wenzhou pacific spadenose shark reovirus 2",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Bregmaceros mcclellandi picornavirus","Nanhai reo-like virus 1",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Bregmaceros mcclellandi picornavirus","Nanhai reo-like virus 2",1,2,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Bregmaceros mcclellandi picornavirus","Nanhai reo-like virus 4",1,2,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Bregmaceros mcclellandi picornavirus","Nanhai reo-like virus 5",1,5,0,0.0446428571428571,-0.0205178392964012,0,1,1,FALSE
"Bregmaceros mcclellandi picornavirus","Nanhai reo-like virus 6",1,5,0,0.0446428571428571,-0.0205178392964012,0,1,1,FALSE
"Bregmaceros mcclellandi picornavirus","Nanhai reo-like virus 7",1,2,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Bregmaceros mcclellandi picornavirus","Asian seabass Nervous Necrosis Virus",1,3,0,0.0267857142857143,-0.015746567130481,0,1,1,FALSE
"Bregmaceros mcclellandi picornavirus","Aliivibrio fischeri",1,5,0,0.0446428571428571,-0.0205178392964012,0,1,1,FALSE
"Bregmaceros mcclellandi picornavirus","Acinetobacter johnsonii",1,3,0,0.0267857142857143,-0.015746567130481,0,1,1,FALSE
"Bregmaceros mcclellandi picornavirus","Pseudomonas aeruginosa",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
