"lib_index","abundance_RPM","individual_id","tissue_types","log10_RPM_plus_1"
"YS-CHLT-3-B",0,"YS-CHLT-3","Brain",0
"YS-CTSZ-1-B",0.534122431,"YS-CTSZ-1","Brain",0.185860019968889
"YS-CTSZ-2-B",0,"YS-CTSZ-2","Brain",0
"YS-CTSZ-3-B",3.05374379,"YS-CTSZ-3","Brain",0.607856296378335
"YS-DHY-1-B",0,"YS-DHY-1","Brain",0
"YS-DHY-2-B",0.634575993,"YS-DHY-2","Brain",0.213405116151244
"YS-DLLY-1-B",0.267702116,"YS-DLLY-1","Brain",0.103017215236698
"YS-DSLT-1-B",0,"YS-DSLT-1","Brain",0
"YS-DSLT-2-B",0,"YS-DSLT-2","Brain",0
"YS-DSLT-3-B",0,"YS-DSLT-3","Brain",0
"YS-DZTT-1-B",0,"YS-DZTT-1","Brain",0
"YS-HBSZ-1-B",0,"YS-HBSZ-1","Brain",0
"YS-HBSZ-2-B",0,"YS-HBSZ-2","Brain",0
"YS-HBSZ-3-B",0,"YS-HBSZ-3","Brain",0
"YS-HJ-1-B",0,"YS-HJ-1","Brain",0
"YS-HJ-2-B",0,"YS-HJ-2","Brain",0
"YS-HJ-3-B",0,"YS-HJ-3","Brain",0
"YS-HJ-4-B",0,"YS-HJ-4","Brain",0
"YS-HJ-5-B",0,"YS-HJ-5","Brain",0
"YS-HJ-6-B",0,"YS-HJ-6","Brain",0
"YS-HKL-1-B",0,"YS-HKL-1","Brain",0
"YS-HKL-2-B",0,"YS-HKL-2","Brain",0
"YS-HKL-3-B",0,"YS-HKL-3","Brain",0
"YS-HM-1-B",0,"YS-HM-1","Brain",0
"YS-HM-2-B",6.97915798,"YS-HM-2","Brain",0.901957063790096
"YS-HM-3-B",0,"YS-HM-3","Brain",0
"YS-HM-4-B",0,"YS-HM-4","Brain",0
"YS-HSLT-1-B",0,"YS-HSLT-1","Brain",0
"YS-HSLT-2-B",0,"YS-HSLT-2","Brain",0
"YS-HSLT-3-B",0,"YS-HSLT-3","Brain",0
"YS-JSXSD-1-B",0,"YS-JSXSD-1","Brain",0
"YS-JSXSD-2-B",0,"YS-JSXSD-2","Brain",0
"YS-JSXSD-3-B",0,"YS-JSXSD-3","Brain",0
"YS-JTZCS-1-B",0,"YS-JTZCS-1","Brain",0
"YS-JXY-1-B",0,"YS-JXY-1","Brain",0
"YS-JXY-2-B",0,"YS-JXY-2","Brain",0
"YS-JXY-3-B",3.21421516,"YS-JXY-3","Brain",0.624716705077323
"YS-JZH-1-B",0,"YS-JZH-1","Brain",0
"YS-JZH-2-B",0,"YS-JZH-2","Brain",0
"YS-JZH-3-B",0,"YS-JZH-3","Brain",0
"YS-KSCDXGY-1-B",0,"YS-KSCDXGY-1","Brain",0
"YS-KSCDXGY-2-B",0,"YS-KSCDXGY-2","Brain",0
"YS-KSCDXGY-3-B",0,"YS-KSCDXGY-3","Brain",0
"YS-LBYKF-1-B",0,"YS-LBYKF-1","Brain",0
"YS-LBYKF-2-B",0,"YS-LBYKF-2","Brain",0
"YS-LBYKF-3-B",0,"YS-LBYKF-3","Brain",0
"YS-LTY-1-B",383.891711,"YS-LTY-1","Brain",2.58533855826081
"YS-LTY-2-B",0,"YS-LTY-2","Brain",0
"YS-LTY-3-B",34.2651967,"YS-LTY-3","Brain",1.54734631056787
"YS-LY-2-B",0,"YS-LY-2","Brain",0
"YS-LY-3-B",0,"YS-LY-3","Brain",0
"YS-LYS-3-B",0,"YS-LYS-3","Brain",0
"YS-LYXHY-1-B",0,"YS-LYXHY-1","Brain",0
"YS-LYXHY-2-B",0,"YS-LYXHY-2","Brain",0
"YS-LYXHY-3-B",4.553272383,"YS-LYXHY-3","Brain",0.744548975747499
"YS-LZMB-1-B",0,"YS-LZMB-1","Brain",0
"YS-LZMB-2-B",0,"YS-LZMB-2","Brain",0
"YS-LZMB-3-B",0,"YS-LZMB-3","Brain",0
"YS-LZY-1-B",0,"YS-LZY-1","Brain",0
"YS-LZY-2-B",0,"YS-LZY-2","Brain",0
"YS-LZY-3-B",0,"YS-LZY-3","Brain",0
"YS-MSXX-1-B",34.79662305,"YS-MSXX-1","Brain",1.55384205848953
"YS-MSXX-2-B",29.6457896,"YS-MSXX-2","Brain",1.48637081558877
"YS-MSXX-3-B",16.51106574,"YS-MSXX-3","Brain",1.24331257846016
"YS-PSJGY-1-B",0,"YS-PSJGY-1","Brain",0
"YS-PSJGY-2-B",0,"YS-PSJGY-2","Brain",0
"YS-PSJGY-3-B",0,"YS-PSJGY-3","Brain",0
"YS-QLXSD-1-B",0,"YS-QLXSD-1","Brain",0
"YS-QLXSD-2-B",0,"YS-QLXSD-2","Brain",0
"YS-QLXSD-3-B",0,"YS-QLXSD-3","Brain",0
"YS-QXDDY-1-B",0,"YS-QXDDY-1","Brain",0
"YS-QXDDY-2-B",0,"YS-QXDDY-2","Brain",0
"YS-QXDDY-3-B",1.831153288,"YS-QXDDY-3","Brain",0.451963384140904
"YS-RBJXY-1-B",0,"YS-RBJXY-1","Brain",0
"YS-RBJXY-2-B",0,"YS-RBJXY-2","Brain",0
"YS-RBJXY-3-B",0,"YS-RBJXY-3","Brain",0
"YS-RWXLT-1-B",0,"YS-RWXLT-1","Brain",0
"YS-RWXLT-2-B",1.062634002,"YS-RWXLT-2","Brain",0.314422172707402
"YS-RWXLT-3-B",0,"YS-RWXLT-3","Brain",0
"YS-SDYY-1-B",0,"YS-SDYY-1","Brain",0
"YS-SDYY-2-B",0,"YS-SDYY-2","Brain",0
"YS-SDYY-3-B",0,"YS-SDYY-3","Brain",0
"YS-SLS-2-B",0,"YS-SLS-2","Brain",0
"YS-SLS-3-B",0,"YS-SLS-3","Brain",0
"YS-SQHN-1-B",0,"YS-SQHN-1","Brain",0
"YS-SQHN-2-B",2.409969424,"YS-SQHN-2","Brain",0.532750484843638
"YS-SQHN-3-B",0,"YS-SQHN-3","Brain",0
"YS-SZMB-1-B",0,"YS-SZMB-1","Brain",0
"YS-Y-1-B",1.532440302,"YS-Y-1","Brain",0.403539216394583
"YS-Y-2-B",0,"YS-Y-2","Brain",0
"YS-YC-3-B",0,"YS-YC-3","Brain",0
"YS-Z-1-B",0,"YS-Z-1","Brain",0
"YS-Z-2-B",0,"YS-Z-2","Brain",0
"YS-Z-3-B",0,"YS-Z-3","Brain",0
"YS-ZBTTT-1-B",0,"YS-ZBTTT-1","Brain",0
"YS-ZBTTT-2-B",0,"YS-ZBTTT-2","Brain",0
"YS-ZBTTT-3-B",0,"YS-ZBTTT-3","Brain",0
"YS-ZY-1-B",0,"YS-ZY-1","Brain",0
